Round,Counsel. Rank,Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Penalty,Bond Years,Beds (Inst.)
3,43806,Tel Govt-NS LOC,SC-FEM,Telangana,Rajiv Gandhi IMS Adilabad,ANAESTHESIOLOGY,10000, 50686,2000000,1,Info Not Available
3,43824,Tel Govt-NS LOC,BCA-GEN,Telangana,Kakatiya Med Coll Warangal,PATHOLOGY,10000, 50686,2000000,1,1150
3,43887,Tel Govt-NS LOC,OPEN-FEM,Telangana,Kamineni (KAMSRC) Hyderabad,ORTHOPAEDICS,700000,Info not available,2000000,1,650
3,43916,Tel Govt-NS LOC,BCB-GEN,Telangana,MNR Med Coll Sangareddy,ANAESTHESIOLOGY,700000,Info not available,2000000,1,760
3,43938,Tel Govt-NS UNR,SC-GEN,Telangana,Rajiv Gandhi IMS Adilabad,OPHTHALMOLOGY,10000, 50686,2000000,1,Info Not Available
3,44233,Tel Govt-NS LOC,BCE-GEN,Telangana,ESIC Med CollSanath Nagar,PMR, 250000,107800,1000000,2,690
3,44390,Tel Govt-NS LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,MICROBIOLOGY,10000, 50686,2000000,1,4800
3,44418,Tel Govt-NS LOC,BCB-FEM,Telangana,CAIMS Karimnagar,ANAESTHESIOLOGY,775000,Info not available,2000000,1,1000
3,44559,Tel Govt-NS LOC,SC-FEM,Telangana,RVM IMSRC Siddipet,OBG,700000,Info not available,2000000,1,1110
3,44621,Tel Govt-NS LOC,SC-GEN,Telangana,Dr Patnam MRInstofMSChevella,ENT,700000,Info not available,2000000,1,-
3,44646,Tel Govt-NS LOC,SC-FEM,Telangana,Kakatiya Med Coll Warangal,ENT,10000, 50686,2000000,1,1150
3,44658,Tel Govt-NS LOC,BCA-GEN,Telangana,Dr Patnam MRInstofMSChevella,ANAESTHESIOLOGY,700000,Info not available,2000000,1,-
3,44744,Tel Govt-NS LOC,OPEN-GEN,Telangana,Surabhi InstituteofMSSiddipet,ANAESTHESIOLOGY,775000,Info not available,2000000,1,-
3,44781,Tel Govt-NS LOC,OPEN-FEM,Telangana,Kamineni (KAMSRC) Hyderabad,ORTHOPAEDICS,700000,Info not available,2000000,1,650
3,44815,Tel Govt-NS LOC,BCD-GEN,Telangana,Prathima IMS Karimnagar,ANAESTHESIOLOGY,750000,Info not available,2000000,1,1060
3,44830,Tel Govt-NS LOC,MIN-FEM-MSM,Telangana,DrVRK Womens MedCollAziznagar,ORTHOPAEDICS,700000,Info not available,2000000,1,500
3,44986,Tel Govt-NS LOC,BCB-FEM,Telangana,RVM IMSRC Siddipet,ANAESTHESIOLOGY,700000,Info not available,2000000,1,1110
3,45082,Tel Govt-NS LOC,BCD-FEM,Telangana,SVS Med Coll Mehboobnagar,ANAESTHESIOLOGY,750000,Info not available,2000000,1,760
3,45123,Tel Govt-NS LOC,SC-GEN,Telangana,Kamineni IMS Narketpally,GENERAL SURGERY,750000,Info not available,2000000,1,1060
3,45228,Tel Govt-Serv LOC,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,GENERAL MEDICINE,10000, 50686,2000000,1,1200
3,45292,Tel Govt-NS LOC,BCA-FEM,Telangana,Bhaskar Med Coll Yenkapally,ANAESTHESIOLOGY,750000,Info not available,2000000,1,850
3,45409,Tel Govt-NS LOC,BCE-GEN,Telangana,Kakatiya Med Coll Warangal,PSYCHIATRY,10000, 50686,2000000,1,1150
3,45735,Tel Govt-NS LOC,ST-FEM,Telangana,Malla Reddy IMS Hyderabad,GENERAL MEDICINE,700000,Info not available,2000000,1,940
3,46285,Tel Govt-NS LOC,BCE-FEM,Telangana,SVS Med Coll Mehboobnagar,GENERAL SURGERY,750000,Info not available,2000000,1,760
3,46498,Tel Govt-NS LOC,SC-GEN,Telangana,Malla Reddy(Women) Hyderabad,ANAESTHESIOLOGY,700000,Info not available,2000000,1,1050
3,46689,Tel Govt-NS LOC,SC-GEN,Telangana,Prathima IMS Karimnagar,OPHTHALMOLOGY,750000,Info not available,2000000,1,1060
3,46786,Tel Govt-NS LOC,SC-GEN,Telangana,Malla Reddy IMS Hyderabad,ANAESTHESIOLOGY,700000,Info not available,2000000,1,940
3,46899,Tel Govt-NS LOC,BCD-FEM,Telangana,RVM IMSRC Siddipet,GENERAL SURGERY,700000,Info not available,2000000,1,1110
3,47111,Tel Govt-NS LOC,SC-GEN,Telangana,RVM IMSRC Siddipet,ORTHOPAEDICS,700000,Info not available,2000000,1,1110
3,47139,Tel Govt-NS LOC,OPEN-GEN,Telangana,Dr Patnam MRInstofMSChevella,PSYCHIATRY,-,-,-,-,-
3,47187,Tel Govt-NS LOC,BCE-FEM,Telangana,SVS Med Coll Mehboobnagar,ORTHOPAEDICS,750000,Info not available,2000000,1,760
3,47271,Tel Govt-NS LOC,BCD-GEN,Telangana,Mediciti IMS Ghanpur,ANAESTHESIOLOGY,700000,Info not available,2000000,1,720
3,47451,Tel Govt-NS UNR,OPEN-GEN,Telangana,Kamineni (KAMSRC) Hyderabad,IHBT,700000,Info not available,2000000,1,650
3,47591,Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,DCMS Hyderabad,ENT,775000,Info not available,2000000,1,1400
3,47765,Tel Govt-NS LOC,BCA-GEN,Telangana,NIMS Hyderabad,MICROBIOLOGY,72000, 99969,5000000,1,1498
3,48221,Tel Govt-NS LOC,BCA-FEM,Telangana,Mediciti IMS Ghanpur,ENT,700000,Info not available,2000000,1,720
3,48371,Tel Govt-NS LOC,BCE-GEN,Telangana,CAIMS Karimnagar,ANAESTHESIOLOGY,775000,Info not available,2000000,1,1000
3,48506,Tel Govt-NS LOC,SC-GEN,Telangana,Prathima IMS Karimnagar,ORTHOPAEDICS,750000,Info not available,2000000,1,1060
3,48545,Tel Govt-NS LOC,BCB-FEM,Telangana,MNR Med Coll Sangareddy,GENERAL SURGERY,700000,Info not available,2000000,1,760
3,48656,Tel Govt-NS LOC,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,PHARMACOLOGY,10000, 50686,2000000,1,1200
3,48788,Tel Govt-NS LOC,SC-FEM,Telangana,Gandhi Med Coll Secunderabad,ORTHOPAEDICS,10000, 50686,2000000,1,1200
3,48943,Tel Govt-NS LOC,BCE-FEM,Telangana,Mamata Med Coll Khammam,ORTHOPAEDICS,750000,Info not available,2000000,1,1080
3,49027,Tel Govt-NS LOC,BCE-FEM,Telangana,Malla Reddy IMS Hyderabad,ANAESTHESIOLOGY,700000,Info not available,2000000,1,940
3,49126,Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,DCMS Hyderabad,ORTHOPAEDICS,775000,Info not available,2000000,1,1400
3,49153,Tel Govt-NS LOC,BCA-FEM,Telangana,Dr Patnam MRInstofMSChevella,GENERAL SURGERY,-,-,-,-,-
3,49227,Tel Govt-NS LOC,SC-GEN,Telangana,MNR Med Coll Sangareddy,GENERAL SURGERY,700000,Info not available,2000000,1,760
3,49259,Tel Govt-NS LOC,BCB-GEN,Telangana,Osmania Med Coll Hyderabad,PATHOLOGY,10000, 50686,2000000,1,4800
3,49328,Tel Govt-NS LOC,SC-FEM,Telangana,Govt Med Coll Siddipet,PSYCHIATRY,10000, 50686,2000000,1,-
3,49360,Tel Govt-NS LOC,OPEN-FEM,Telangana,Gandhi Med Coll Secunderabad,HOSPITAL ADMINISTRATION,10000, 50686,2000000,1,1200
3,49525,Tel Govt-NS LOC,BCE-FEM,Telangana,CAIMS Karimnagar,GENERAL SURGERY,775000,Info not available,2000000,1,1000
3,49987,Tel Govt-NS LOC,BCD-GEN,Telangana,Surabhi InstituteofMSSiddipet,ANAESTHESIOLOGY,775000,Info not available,2000000,1,-
3,50014,Tel Govt-NS UNR,SC-GEN,Telangana,Bhaskar Med Coll Yenkapally,ENT,750000,Info not available,2000000,1,850
3,50140,Tel Govt-NS LOC,ST-GEN,Telangana,Osmania Med Coll Hyderabad,ANAESTHESIOLOGY,10000, 50686,2000000,1,4800
3,50499,Tel Govt-NS LOC,SC-GEN,Telangana,Prathima IMS Karimnagar,ANAESTHESIOLOGY,750000,Info not available,2000000,1,1060
3,50514,Tel Govt-NS LOC,MIN-FEM-MSM,Telangana,DrVRK Womens MedCollAziznagar,ENT,700000,Info not available,2000000,1,500
3,50682,Tel Govt-NS LOC,ST-GEN,Telangana,Govt Med Coll Nizamabad,GENERAL SURGERY,10000, 50686,2000000,1,500
3,50794,Tel Govt-NS LOC,MIN-FEM-MSM,Telangana,DCMS Hyderabad,PATHOLOGY,430000,Info not available,2000000,1,1400
3,50802,Tel Govt-NS LOC,OPEN-FEM,Telangana,Kakatiya Med Coll Warangal,ANATOMY,10000, 50686,2000000,1,1150
3,50958,Tel Govt-NS LOC,SC-GEN,Telangana,RVM IMSRC Siddipet,TBRD,700000,Info not available,2000000,1,1110
3,51158,Tel Govt-NS LOC,BCA-FEM,Telangana,Malla Reddy IMS Hyderabad,PSYCHIATRY,700000,Info not available,2000000,1,940
3,51467,Tel Govt-NS LOC,ST-GEN,Telangana,SVS Med Coll Mehboobnagar,GENERAL MEDICINE,750000,Info not available,2000000,1,760
3,51709,Tel Govt-NS LOC,ST-GEN,Telangana,CAIMS Karimnagar,GENERAL MEDICINE,775000,Info not available,2000000,1,1000
3,52075,Tel Govt-Serv LOC,OPEN-FEM,Telangana,Gandhi Med Coll Secunderabad,DERMATOLOGY,10000, 50686,2000000,1,1200
3,52360,Tel Govt-NS LOC,SC-GEN,Telangana,Kamineni (KAMSRC) Hyderabad,ANAESTHESIOLOGY,700000,Info not available,2000000,1,650
3,52603,Tel Govt-NS LOC,OPEN-GEN,Telangana,Malla Reddy IMS Hyderabad,PATHOLOGY,430000,Info not available,2000000,1,940
3,52689,Tel Govt-NS UNR,SC-FEM,Telangana,Mediciti IMS Ghanpur,ANAESTHESIOLOGY,700000,Info not available,2000000,1,720
3,52714,Tel Govt-NS LOC,SC-GEN,Telangana,Dr Patnam MRInstofMSChevella,OBG,-,-,-,-,-
3,52718,Tel Govt-NS LOC,OPEN-GEN,Telangana,Rajiv Gandhi IMS Adilabad,PATHOLOGY,10000, 50686,2000000,1,Info Not Available
3,52858,Tel Govt-NS LOC,SC-GEN,Telangana,Mamata Med Coll Khammam,ANAESTHESIOLOGY,750000,Info not available,2000000,1,1080
3,53031,Tel Govt-NS LOC,ST-GEN,Telangana,Govt Med Coll Siddipet,OBG,10000, 50686,2000000,1,-
3,53123,Tel Govt-NS LOC,BCE-FEM,Telangana,MNR Med Coll Sangareddy,PSYCHIATRY,700000,Info not available,2000000,1,760
3,53348,Tel Govt-NS LOC,SC-GEN,Telangana,Dr Patnam MRInstofMSChevella,GENERAL SURGERY,-,-,-,-,-
3,53377,Tel Govt-NS LOC,BCD-GEN,Telangana,Kakatiya Med Coll Warangal,PATHOLOGY,10000, 50686,2000000,1,1150
3,53511,Tel Govt-NS LOC,SC-FEM,Telangana,SVS Med Coll Mehboobnagar,GENERAL SURGERY,750000,Info not available,2000000,1,760
3,53945,Tel Govt-NS UNR,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,PHARMACOLOGY,10000, 50686,2000000,1,4800
3,54190,Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,DCMS Hyderabad,PATHOLOGY,430000,Info not available,2000000,1,1400
3,54241,Tel Govt-NS LOC,ST-GEN,Telangana,Osmania Med Coll Hyderabad,ENT,10000, 50686,2000000,1,4800
3,54818,Tel Govt-NS LOC,ST-FEM,Telangana,ESIC Med CollSanath Nagar,ANAESTHESIOLOGY, 250000,107800,1000000,2,690
3,55134,Tel Govt-NS LOC,BCE-GEN,Telangana,ESIC Med CollSanath Nagar,IHBT, 250000,107800,1000000,2,690
3,55350,Tel Govt-NS LOC,SC-FEM,Telangana,Prathima IMS Karimnagar,GENERAL SURGERY,750000,Info not available,2000000,1,1060
3,55471,Tel Govt-NS LOC,BCC-GEN,Telangana,ESIC Med CollSanath Nagar,EMERGENCY MEDICINE, 250000,107800,1000000,2,690
3,55596,Tel Govt-NS LOC,SC-FEM,Telangana,MNR Med Coll Sangareddy,ENT,700000,Info not available,2000000,1,760
3,55616,Tel Govt-Serv LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,DERMATOLOGY,10000, 50686,2000000,1,4800
3,55646,Tel Govt-NS LOC,ST-GEN,Telangana,Malla Reddy IMS Hyderabad,OBG,700000,Info not available,2000000,1,940
3,56239,Tel Govt-NS UNR,ST-GEN,Telangana,Bhaskar Med Coll Yenkapally,GENERAL SURGERY,750000,Info not available,2000000,1,850
3,56445,Tel Govt-NS LOC,SC-FEM,Telangana,Prathima IMS Karimnagar,GENERAL SURGERY,750000,Info not available,2000000,1,1060
3,56455,Tel Govt-NS LOC,BCD-FEM,Telangana,Mamata Med Coll Khammam,ORTHOPAEDICS,750000,Info not available,2000000,1,1080
3,56844,Tel Govt-NS LOC,SC-GEN,Telangana,SVS Med Coll Mehboobnagar,ANAESTHESIOLOGY,750000,Info not available,2000000,1,760
3,57066,Tel Govt-NS LOC,SC-FEM,Telangana,CAIMS Karimnagar,ANAESTHESIOLOGY,775000,Info not available,2000000,1,1000
3,57149,Tel Govt-Serv LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,PAEDIATRICS,10000, 50686,2000000,1,4800
3,57982,Tel Govt-NS LOC,BCE-FEM,Telangana,Mamata AcadofMedSciBachupally,PATHOLOGY,430000,Info not available,2000000,1,-
3,58179,Tel Govt-Serv LOC,BCA-GEN,Telangana,Kakatiya Med Coll Warangal,GENERAL MEDICINE,10000, 50686,2000000,1,1150
3,58370,Tel Govt-NS LOC,OPEN-GEN,Telangana,SVS Med Coll Mehboobnagar,PATHOLOGY,460000,Info not available,2000000,1,760
3,58770,Tel Govt-Serv LOC,OPEN-GEN,Telangana,SVS Med Coll Mehboobnagar,GENERAL MEDICINE,750000,Info not available,2000000,1,760
3,59051,Tel Govt-NS LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,PHARMACOLOGY,10000, 50686,2000000,1,4800
3,59392,Tel Govt-NS LOC,ST-FEM,Telangana,Kakatiya Med Coll Warangal,GENERAL SURGERY,10000, 50686,2000000,1,1150
3,59432,Tel Govt-NS LOC,SC-GEN,Telangana,MNR Med Coll Sangareddy,ORTHOPAEDICS,700000,Info not available,2000000,1,760
3,59469,Tel Govt-NS LOC,SC-GEN,Telangana,MNR Med Coll Sangareddy,ANAESTHESIOLOGY,700000,Info not available,2000000,1,760
3,59776,Tel Govt-Serv LOC,OPEN-GEN,Telangana,Malla Reddy IMS Hyderabad,RADIO DIAGNOSIS,700000,Info not available,2000000,1,940
3,60004,Tel Govt-NS LOC,OPEN-GEN,Telangana,Mamata AcadofMedSciBachupally,PATHOLOGY,430000,Info not available,2000000,1,-
3,60170,Tel Govt-NS LOC,SC-FEM,Telangana,Malla Reddy IMS Hyderabad,ORTHOPAEDICS,700000,Info not available,2000000,1,940
3,60354,Tel Govt-NS LOC,OPEN-GEN,Telangana,ESIC Med CollSanath Nagar,PHARMACOLOGY, 250000,107800,1000000,2,690
3,60721,Tel Govt-Serv LOC,OPEN-GEN,Telangana,Bhaskar Med Coll Yenkapally,DERMATOLOGY,750000,Info not available,2000000,1,850
3,61210,Tel Govt-NS LOC,BCB-FEM,Telangana,CAIMS Karimnagar,PSYCHIATRY,775000,Info not available,2000000,1,1000
3,61546,Tel Govt-NS LOC,ST-FEM,Telangana,Bhaskar Med Coll Yenkapally,GENERAL MEDICINE,750000,Info not available,2000000,1,850
3,62056,Tel Govt-NS LOC,ST-GEN,Telangana,Mediciti IMS Ghanpur,DERMATOLOGY,700000,Info not available,2000000,1,720
3,62073,Tel Govt-NS LOC,SC-FEM,Telangana,CAIMS Karimnagar,ORTHOPAEDICS,775000,Info not available,2000000,1,1000
3,62418,Tel Govt-NS LOC,OPEN-GEN,Telangana,ESIC Med CollSanath Nagar,MICROBIOLOGY, 250000,107800,1000000,2,690
3,62421,Tel Govt-NS UNR,ST-FEM,Telangana,Apollo IMSR Hyderabad,GENERAL MEDICINE,750000,Info not available,2000000,1,570
3,62459,Tel Govt-NS LOC,ST-FEM,Telangana,Osmania Med Coll Hyderabad,GENERAL SURGERY,10000, 50686,2000000,1,4800
3,63108,Tel Govt-NS LOC,SC-GEN,Telangana,Osmania Med Coll Hyderabad,PATHOLOGY,10000, 50686,2000000,1,4800
3,63237,Tel Govt-NS LOC,OPEN-GEN,Telangana,Kamineni IMS Narketpally,PATHOLOGY,430000,Info not available,2000000,1,1060
3,63253,Tel Govt-NS LOC,SC-GEN,Telangana,Mediciti IMS Ghanpur,OPHTHALMOLOGY,700000,Info not available,2000000,1,720
3,63562,Tel Govt-NS LOC,OPEN-FEM,Telangana,Kakatiya Med Coll Warangal,PHARMACOLOGY,10000, 50686,2000000,1,1150
3,63670,Tel Govt-NS UNR,ST-GEN,Telangana,Mediciti IMS Ghanpur,PAEDIATRICS,-,-,-,-,720
3,63782,Tel Govt-NS LOC,ST-GEN,Telangana,Prathima IMS Karimnagar,PAEDIATRICS,750000,Info not available,2000000,1,1060
3,63863,Tel Govt-Serv LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,OBG,10000, 50686,2000000,1,4800
3,64680,Tel Govt-NS LOC,BCA-GEN,Telangana,Malla Reddy(Women) Hyderabad,RADIATION ONCOLOGY,700000,Info not available,2000000,1,1050
3,64883,Tel Govt-NS LOC,SC-GEN,Telangana,Gandhi Med Coll Secunderabad,SPM,10000, 50686,2000000,1,1200
3,64911,Tel Govt-NS LOC,BCB-GEN,Telangana,Govt Med Coll Mahabubnagar,SPM,10000, 50686,2000000,1,900
3,65338,Tel Govt-NS UNR,OPEN-FEM,Telangana,SVS Med Coll Mehboobnagar,PATHOLOGY,460000,Info not available,2000000,1,760
3,65414,Tel Govt-NS UNR,ST-GEN,Telangana,Mamata Med Coll Khammam,OBG,750000,Info not available,2000000,1,1080
3,65435,Tel Govt-Serv LOC,SC-GEN,Telangana,Osmania Med Coll Hyderabad,DERMATOLOGY,10000, 50686,2000000,1,4800
3,65781,Tel Govt-NS LOC,OPEN-FEM,Telangana,NIMS Hyderabad,BIOCHEMISTRY,72000, 99969,5000000,1,1498
3,66027,Tel Govt-NS LOC,OPEN-GEN,Telangana,NIMS Hyderabad,BIOCHEMISTRY,72000, 99969,5000000,1,1498
3,66462,Tel Govt-NS LOC,ST-FEM,Telangana,Kakatiya Med Coll Warangal,ANAESTHESIOLOGY,10000, 50686,2000000,1,1150
3,66922,Tel Govt-NS LOC,SC-GEN,Telangana,Osmania Med Coll Hyderabad,PATHOLOGY,10000, 50686,2000000,1,4800
3,66954,Tel Govt-NS LOC,BCE-GEN,Telangana,Govt Med Coll Nizamabad,PATHOLOGY,10000, 50686,2000000,1,500
3,66992,Tel Govt-Serv UNR,OPEN-GEN,Telangana,Mediciti IMS Ghanpur,GENERAL MEDICINE,700000,Info not available,2000000,1,720
3,67071,Tel Govt-NS LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,BIOCHEMISTRY,10000, 50686,2000000,1,4800
3,67773,Tel Govt-NS LOC,OPEN-GEN,Telangana,Govt Med Coll Nalgonda,PHARMACOLOGY,10000, 50686,2000000,1,-
3,67983,Tel Govt-NS LOC,ST-GEN,Telangana,RVM IMSRC Siddipet,GENERAL MEDICINE,700000,Info not available,2000000,1,1110
3,67993,Tel Govt-Serv LOC,OPEN-GEN,Telangana,Apollo IMSR Hyderabad,RADIO DIAGNOSIS,750000,Info not available,2000000,1,570
3,68209,Tel Govt-NS LOC,SC-GEN,Telangana,Osmania Med Coll Hyderabad,PATHOLOGY,10000, 50686,2000000,1,4800
3,68588,Tel Govt-NS LOC,OPEN-GEN,Telangana,Malla Reddy IMS Hyderabad,PATHOLOGY,430000,Info not available,2000000,1,940
3,68960,Tel Govt-NS LOC,SC-FEM,Telangana,Surabhi InstituteofMSSiddipet,OPHTHALMOLOGY,775000,Info not available,2000000,1,-
3,69030,Tel Govt-NS LOC,SC-GEN,Telangana,Prathima IMS Karimnagar,PSYCHIATRY,750000,Info not available,2000000,1,1060
3,69114,Tel Govt-Serv LOC,BCB-GEN,Telangana,Osmania Med Coll Hyderabad,GENERAL MEDICINE,10000, 50686,2000000,1,4800
3,69241,Tel Govt-Serv UNR,OPEN-FEM,Telangana,Kakatiya Med Coll Warangal,GENERAL MEDICINE,10000, 50686,2000000,1,1150
3,69365,Tel Govt-NS LOC,OPEN-FEM,Telangana,Gandhi Med Coll Secunderabad,PHYSIOLOGY,10000, 50686,2000000,1,1200
3,69403,Tel Govt-NS LOC,ST-GEN,Telangana,Mediciti IMS Ghanpur,GENERAL MEDICINE,700000,Info not available,2000000,1,720
3,69743,Tel Govt-NS UNR,ST-FEM,Telangana,Osmania Med Coll Hyderabad,OPHTHALMOLOGY,10000, 50686,2000000,1,4800
3,70014,Tel Govt-NS LOC,OPEN-GEN,Telangana,CAIMS Karimnagar,PATHOLOGY,430000,Info not available,2000000,1,1000
3,70754,Tel Govt-NS LOC,OPEN-GEN,Telangana,Mamata AcadofMedSciBachupally,PATHOLOGY,430000,Info not available,2000000,1,-
3,71048,Tel Govt-Serv LOC,BCD-GEN,Telangana,Govt Med Coll Nizamabad,GENERAL MEDICINE,10000, 50686,2000000,1,500
3,71201,Tel Govt-NS LOC,OPEN-GEN,Telangana,ESIC Med CollSanath Nagar,PHARMACOLOGY, 250000,107800,1000000,2,690
3,71261,Tel Govt-Serv LOC,SC-GEN,Telangana,Osmania Med Coll Hyderabad,RADIO DIAGNOSIS,10000, 50686,2000000,1,4800
3,71920,Tel Govt-NS LOC,ST-FEM,Telangana,Dr Patnam MRInstofMSChevella,GENERAL MEDICINE,-,-,-,-,-
3,72035,Tel Govt-NS LOC,ST-GEN,Telangana,Malla Reddy IMS Hyderabad,GENERAL SURGERY,700000,Info not available,2000000,1,940
3,72111,Tel Govt-NS LOC,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,MICROBIOLOGY,10000, 50686,2000000,1,1200
3,72169,Tel Govt-NS LOC,SC-GEN,Telangana,Kamineni IMS Narketpally,PSYCHIATRY,750000,Info not available,2000000,1,1060
3,72215,Tel Govt-NS LOC,OPEN-GEN,Telangana,SVS Med Coll Mehboobnagar,PATHOLOGY,460000,Info not available,2000000,1,760
3,72228,Tel Govt-NS LOC,OPEN-GEN,Telangana,ESIC Med CollSanath Nagar,BIOCHEMISTRY, 250000,107800,1000000,2,690
3,72242,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,PHYSIOLOGY,10000, 50686,2000000,1,4800
3,72455,Tel Govt-NS LOC,ST-FEM,Telangana,Mahavir Inst of MS Vikarabad,PAEDIATRICS,700000,Info not available,2000000,1,700
3,72553,Tel Govt-NS UNR,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,BIOCHEMISTRY,10000, 50686,2000000,1,4800
3,72765,Tel Govt-Serv LOC,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,PAEDIATRICS,10000, 50686,2000000,1,1200
3,73201,Tel Govt-NS LOC,ST-GEN,Telangana,Osmania Med Coll Hyderabad,PSYCHIATRY,10000, 50686,2000000,1,4800
3,73285,Tel Govt-NS LOC,BCB-GEN,Telangana,RVM IMSRC Siddipet,PSYCHIATRY,700000,Info not available,2000000,1,1110
3,73544,Tel Govt-NS LOC,BCB-FEM,Telangana,Govt Med Coll Siddipet,PATHOLOGY,10000, 50686,2000000,1,-
3,73984,Tel Govt-NS UNR,BCD-GEN,Telangana,Malla Reddy IMS Hyderabad,PATHOLOGY,430000,Info not available,2000000,1,940
3,74448,Tel Govt-NS LOC,ST-GEN,Telangana,Kakatiya Med Coll Warangal,EMERGENCY MEDICINE,10000, 50686,2000000,1,1150
3,74623,Tel Govt-NS LOC,ST-GEN,Telangana,Malla Reddy(Women) Hyderabad,OBG,700000,Info not available,2000000,1,1050
3,74781,Tel Govt-Serv LOC,MIN-GEN-MSM,Telangana,DCMS Hyderabad,RADIO DIAGNOSIS,775000,Info not available,2000000,1,1400
3,74828,Tel Govt-NS LOC,SC-GEN,Telangana,NIMS Hyderabad,BIOCHEMISTRY,72000, 99969,5000000,1,1498
3,75024,Tel Govt-NS LOC,BCD-GEN,Telangana,Gandhi Med Coll Secunderabad,MICROBIOLOGY,10000, 50686,2000000,1,1200
3,75233,Tel Govt-NS LOC,ST-FEM,Telangana,CAIMS Karimnagar,OBG,775000,Info not available,2000000,1,1000
3,75422,Tel Govt-NS LOC,BCB-GEN,Telangana,Gandhi Med Coll Secunderabad,PHARMACOLOGY,10000, 50686,2000000,1,1200
3,75529,Tel Govt-NS LOC,BCD-FEM,Telangana,Mamata Med Coll Khammam,PSYCHIATRY,750000,Info not available,2000000,1,1080
3,75623,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,DPH,10000, 50686,1000000,1,4800
3,75657,Tel Govt-NS UNR,SC-GEN,Telangana,Rajiv Gandhi IMS Adilabad,PATHOLOGY,10000, 50686,2000000,1,Info Not Available
3,75692,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,BIOCHEMISTRY,10000, 50686,2000000,1,4800
3,75759,Tel Govt-NS LOC,ST-GEN,Telangana,SVS Med Coll Mehboobnagar,GENERAL SURGERY,750000,Info not available,2000000,1,760
3,75933,Tel Govt-NS LOC,OPEN-GEN,Telangana,Mamata Med Coll Khammam,PATHOLOGY,430000,Info not available,2000000,1,1080
3,76464,Tel Govt-NS LOC,SC-GEN,Telangana,NIMS Hyderabad,HOSPITAL ADMINISTRATION,72000, 99969,5000000,1,1498
3,77278,Tel Govt-NS LOC,BCA-GEN,Telangana,Kamineni (KAMSRC) Hyderabad,PATHOLOGY,430000,Info not available,2000000,1,650
3,77793,Tel Govt-NS LOC,OPEN-GEN,Telangana,Prathima IMS Karimnagar,PATHOLOGY,462250,Info not available,2000000,1,1060
3,77976,Tel Govt-NS LOC,BCA-GEN,Telangana,Kakatiya Med Coll Warangal,MICROBIOLOGY,10000, 50686,2000000,1,1150
3,78035,Tel Govt-NS LOC,OPEN-GEN,Telangana,Rajiv Gandhi IMS Adilabad,SPM,10000, 50686,2000000,1,Info Not Available
3,78065,Tel Govt-NS LOC,BCE-GEN,Telangana,CAIMS Karimnagar,PATHOLOGY,430000,Info not available,2000000,1,1000
3,78330,Tel Govt-NS LOC,BCD-FEM,Telangana,CAIMS Karimnagar,PATHOLOGY,430000,Info not available,2000000,1,1000
3,79235,Tel Govt-NS UNR,BCE-GEN,Telangana,Osmania Med Coll Hyderabad,PHARMACOLOGY,10000, 50686,2000000,1,4800
3,79254,Tel Govt-NS LOC,OPEN-GEN,Telangana,Kakatiya Med Coll Warangal,BIOCHEMISTRY,10000, 50686,2000000,1,1150
3,79544,Tel Govt-NS LOC,OPEN-FEM,Telangana,Prathima IMS Karimnagar,PATHOLOGY,462250,Info not available,2000000,1,1060
3,79597,Tel Govt-NS LOC,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,BIOCHEMISTRY,10000, 50686,2000000,1,1200
3,80464,Tel Govt-NS LOC,SC-FEM,Telangana,Govt Med Coll Mahabubnagar,PATHOLOGY,10000, 50686,2000000,1,900
3,80538,Tel Govt-NS LOC,ST-GEN,Telangana,Osmania Med Coll Hyderabad,OPHTHALMOLOGY,10000, 50686,2000000,1,4800
3,80654,Tel Govt-NS LOC,SC-GEN,Telangana,Gandhi Med Coll Secunderabad,FORENSIC MEDICINE,10000, 50686,2000000,1,1200
3,80676,Tel Govt-NS LOC,ST-GEN,Telangana,Mahavir Inst of MS Vikarabad,OBG,700000,Info not available,2000000,1,700
